building,well,depth_level,time,ch4,ch4_peak,co2,o2,h2s,co,bal,well pressure,field_notes,voc,lel,comments
Transportes,PMG-121,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Transportes,PMG-122,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Transportes,PMG-122,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Transportes,PMG-123,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Transportes,PMG-123,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Transportes,PMG-124,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Transportes,PMG-124,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-125,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-125,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-126,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-126,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-127,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-127,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-128,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-128,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-129,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-129,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-130,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-130,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-131,A,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Guarda Universitário,PMG-131,B,2022-03-01 00:00:00,,,,,,,,,,,,Poucos dias úteis - Priorização
Edifício I-1    Parte 1,PMG-16,A,2022-03-07 00:00:00,0.0,0.0,0.039,0.173,1.0,0.0,0.7879999999999999,-0.13,,0.0,0.0,
Edifício I-1    Parte 1,PMG-16,B,2022-03-07 00:00:00,0.0,0.0,0.043,0.166,1.0,0.0,0.7909999999999999,-0.08,,0.0,0.0,
Edifício I-1    Parte 1,PMG-17,A,2022-03-07 00:00:00,0.0,0.0,0.024,0.192,1.0,0.0,0.784,-0.03,,0.0,0.0,
Edifício I-1    Parte 1,PMG-17,B,2022-03-07 00:00:00,0.0,0.0,0.027,0.186,1.0,0.0,0.787,0.01,,0.0,0.0,
Edifício I-1    Parte 1,PMG-18,A,2022-03-07 00:00:00,0.0,0.0,0.006,0.204,1.0,0.0,0.79,-0.04,,0.0,0.0,
Edifício I-1    Parte 1,PMG-18,B,2022-03-07 00:00:00,0.0,0.0,0.04099999999999999,0.17,1.0,0.0,0.789,-0.01,,0.0,0.0,
Edifício I-1    Parte 1,PMG-20,A,2022-03-07 00:00:00,0.0,0.0,0.009000000000000001,0.203,1.0,0.0,0.7879999999999999,-0.06,,0.0,0.0,
Edifício I-1    Parte 1,PMG-20,B,2022-03-07 00:00:00,0.0,0.0,0.006,0.203,1.0,0.0,0.7909999999999999,-0.1,,0.0,0.0,
Edifício I-1    Parte 1,PMG-22,A,2022-03-07 00:00:00,0.0,0.0,0.01,0.203,1.0,0.0,0.787,-0.05,,0.0,0.0,
Edifício I-1    Parte 1,PMG-22,B,2022-03-07 00:00:00,0.0,0.0,0.034,0.174,1.0,0.0,0.792,-0.02,,0.0,0.0,
Edifício I-1    Parte 1,PMG-23,A,2022-03-07 00:00:00,0.0,0.0,0.01,0.198,1.0,0.0,0.792,-0.11,,0.0,0.0,
Edifício I-1    Parte 1,PMG-23,B,2022-03-07 00:00:00,0.0,0.0,0.014,0.195,1.0,0.0,0.7909999999999999,-0.05,,0.0,0.0,
Edifício I-1    Parte 1,PMG-113,A,2022-03-07 00:00:00,0.0,0.0,0.0,0.21,1.0,1.0,0.79,-0.75,,0.0,0.0,
Edifício I-1    Parte 1,PMG-113,B,2022-03-07 00:00:00,0.0,0.0,0.02,0.197,1.0,1.0,0.7829999999999999,-0.34,,0.0,0.0,
Edifício I-1    Parte 1,PMG-114,A,2022-03-07 00:00:00,0.0,0.0,0.006,0.203,1.0,0.0,0.7909999999999999,-0.07,,0.0,0.0,
Edifício I-1    Parte 1,PMG-114,B,2022-03-07 00:00:00,0.04099999999999999,0.04099999999999999,0.055,0.095,1.0,0.0,0.809,-0.03,,0.0,0.66,
Edifício I-1    Parte 1,PMG-115,A,2022-03-07 00:00:00,0.0,0.0,0.004,0.206,1.0,0.0,0.79,-0.13,,0.0,0.0,
Edifício I-1    Parte 1,PMG-115,B,2022-03-07 00:00:00,0.0,0.0,0.022,0.191,1.0,0.0,0.787,-0.12,,0.0,0.0,
Edifício I-1    Parte 2,PMG-11,A,2022-03-07 00:00:00,0.0,0.0,0.028,0.185,1.0,0.0,0.787,-0.06,,0.0,0.0,
Edifício I-1    Parte 2,PMG-11,B,2022-03-07 00:00:00,0.134,0.134,0.099,0.068,1.0,0.0,0.6990000000000001,-5.84,E,0.0,1.0,
Edifício I-1    Parte 2,PMG-12,A,2022-03-07 00:00:00,0.0,0.0,0.043,0.158,1.0,0.0,0.799,-0.04,,0.0,0.0,
Edifício I-1    Parte 2,PMG-12,B,2022-03-07 00:00:00,0.0,0.0,0.047,0.145,2.0,0.0,0.8079999999999999,-0.19,,0.0,0.0,
Edifício I-1    Parte 2,PMG-13,A,2022-03-07 00:00:00,0.0,0.0,0.018,0.194,1.0,0.0,0.7879999999999999,0.03,,0.0,0.0,
Edifício I-1    Parte 2,PMG-13,B,2022-03-07 00:00:00,0.0,0.0,0.032,0.173,1.0,0.0,0.795,0.01,,0.0,0.0,
Edifício I-1    Parte 2,PMG-14,A,2022-03-07 00:00:00,0.0,0.0,0.03700000000000001,0.184,1.0,0.0,0.779,-0.06,,0.0,0.0,
Edifício I-1    Parte 2,PMG-14,B,2022-03-07 00:00:00,0.0,0.0,0.064,0.127,1.0,0.0,0.809,-0.15,,0.0,0.0,
Edifício I-1    Parte 2,PMG-15,A,2022-03-07 00:00:00,0.0,0.0,0.005,0.21,1.0,0.0,0.785,0.01,,0.0,0.0,
Edifício I-1    Parte 2,PMG-15,B,2022-03-07 00:00:00,0.0,0.0,0.002,0.213,1.0,0.0,0.785,-0.17,,0.0,0.0,
Edifício I-1    Parte 2,PMG-19,A,2022-03-07 00:00:00,0.0,0.0,0.014,0.201,1.0,0.0,0.785,-0.11,,0.0,0.0,
Edifício I-1    Parte 2,PMG-19,B,2022-03-07 00:00:00,0.0,0.0,0.019,0.191,1.0,0.0,0.79,0.03,,0.0,0.0,
Edifício I-1    Parte 2,PMG-21,A,2022-03-07 00:00:00,0.0,0.0,0.021,0.192,1.0,0.0,0.787,-0.06,,0.0,0.0,
Edifício I-1    Parte 2,PMG-21,B,2022-03-07 00:00:00,0.0,0.0,0.024,0.187,1.0,0.0,0.789,-0.07,,0.0,0.0,
Edifício I-1    Parte 2,PMG-24,A,2022-03-07 00:00:00,0.0,0.0,0.021,0.195,1.0,0.0,0.784,-0.07,,0.0,0.0,
Edifício I-1    Parte 2,PMG-24,B,2022-03-07 00:00:00,0.0,0.0,0.015,0.196,1.0,0.0,0.789,0.01,,0.0,0.0,
I-3 Auditórios,PMG-25,A,2022-03-07 00:00:00,0.0,0.0,0.02,0.193,1.0,0.0,0.787,-0.09,,0.0,0.0,
I-3 Auditórios,PMG-25,B,2022-03-07 00:00:00,0.0,0.0,0.018,0.196,2.0,0.0,0.7859999999999999,-0.23,,0.0,0.0,
I-3 Auditórios,PMG-26,A,2022-03-07 00:00:00,0.0,0.0,0.009000000000000001,0.208,1.0,0.0,0.7829999999999999,0.09,,0.0,0.0,
I-3 Auditórios,PMG-26,B,2022-03-07 00:00:00,0.0,0.0,0.028,0.179,1.0,0.0,0.7929999999999999,-0.19,,0.0,0.0,
I-3 Auditórios,PMG-27,A,2022-03-07 00:00:00,0.0,0.0,0.035,0.168,1.0,0.0,0.797,-0.08,,0.0,0.0,
I-3 Auditórios,PMG-27,B,2022-03-07 00:00:00,0.0,0.0,0.048,0.144,1.0,0.0,0.8079999999999999,0.03,,0.0,0.0,
I-3 Auditórios,PMG-28,A,2022-03-07 00:00:00,0.0,0.0,0.03,0.169,1.0,0.0,0.8009999999999999,-0.05,,0.0,0.0,
I-3 Auditórios,PMG-28,B,2022-03-07 00:00:00,0.0,0.0,0.062,0.117,1.0,0.0,0.821,-0.18,,0.0,0.0,
I-3 Auditórios,PMG-29,A,2022-03-07 00:00:00,0.0,0.0,0.009000000000000001,0.204,1.0,0.0,0.787,-0.03,,0.0,0.0,
I-3 Auditórios,PMG-29,B,2022-03-07 00:00:00,0.0,0.0,0.012,0.199,1.0,0.0,0.789,-0.01,,0.0,0.0,
I-3 Auditórios,PMG-44,A,2022-03-07 00:00:00,0.0,0.0,0.005,0.201,1.0,0.0,0.794,-0.24,,0.0,0.0,
I-3 Auditórios,PMG-44,B,2022-03-07 00:00:00,0.0,0.0,0.013,0.192,1.0,0.0,0.795,-0.02,,0.0,0.0,
I-3 Auditórios,PMG-45,A,2022-03-07 00:00:00,0.0,0.0,0.017,0.192,1.0,0.0,0.7909999999999999,-0.12,,0.0,0.0,
I-3 Auditórios,PMG-45,B,2022-03-07 00:00:00,0.0,0.0,0.015,0.192,1.0,0.0,0.7929999999999999,-0.29,,0.0,0.0,
I-3 Biblioteca,PMG-30,A,2022-03-07 00:00:00,0.0,0.0,0.013,0.203,1.0,0.0,0.784,-0.18,,0.0,0.0,
I-3 Biblioteca,PMG-30,B,2022-03-07 00:00:00,0.0,0.0,0.023,0.186,1.0,0.0,0.7909999999999999,0.0,,0.0,0.0,
I-3 Biblioteca,PMG-31,A,2022-03-07 00:00:00,0.0,0.0,0.011,0.206,1.0,0.0,0.7829999999999999,-0.11,,0.0,0.0,
I-3 Biblioteca,PMG-31,B,2022-03-07 00:00:00,0.002,0.002,0.035,0.177,1.0,0.0,0.7859999999999999,-0.05,,0.0,0.04,
I-3 Biblioteca,PMG-32,A,2022-03-07 00:00:00,0.0,0.0,0.02,0.189,1.0,0.0,0.7909999999999999,-0.15,,0.0,0.0,
I-3 Biblioteca,PMG-32,B,2022-03-07 00:00:00,0.0,0.0,0.02,0.188,1.0,0.0,0.792,-0.17,,0.0,0.0,
I-3 Biblioteca,PMG-33,A,2022-03-07 00:00:00,0.0,0.0,0.01,0.207,1.0,0.0,0.7829999999999999,0.08,,0.0,0.0,
I-3 Biblioteca,PMG-33,B,2022-03-07 00:00:00,0.0,0.0,0.055,0.146,1.0,0.0,0.799,0.08,,0.0,0.0,
I-3 Biblioteca,PMG-34,A,2022-03-07 00:00:00,0.0,0.0,0.01,0.206,1.0,0.0,0.784,0.14,,0.0,0.0,
I-3 Biblioteca,PMG-34,B,2022-03-07 00:00:00,0.0,0.0,0.023,0.199,1.0,0.0,0.778,-0.15,,0.0,0.0,
I-3 Biblioteca,PMG-35,A,2022-03-07 00:00:00,0.0,0.0,0.018,0.195,1.0,0.0,0.787,0.0,,0.0,0.0,
I-3 Biblioteca,PMG-35,B,2022-03-07 00:00:00,0.0,0.0,0.018,0.195,1.0,0.0,0.787,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-36,A,2022-03-07 00:00:00,0.0,0.0,0.012,0.203,1.0,0.0,0.785,0.03,,0.0,0.0,
I-3 Biblioteca,PMG-36,B,2022-03-07 00:00:00,0.0,0.0,0.066,0.137,1.0,0.0,0.797,0.03,,0.0,0.0,
I-3 Biblioteca,PMG-37,A,2022-03-07 00:00:00,0.0,0.0,0.004,0.208,1.0,0.0,0.7879999999999999,-0.07,,0.0,0.0,
I-3 Biblioteca,PMG-37,B,2022-03-07 00:00:00,0.0,0.0,0.021,0.198,1.0,0.0,0.7809999999999999,0.03,,0.0,0.0,
I-3 Biblioteca,PMG-38,A,2022-03-07 00:00:00,0.0,0.0,0.006999999999999999,0.207,1.0,0.0,0.7859999999999999,0.0,,0.0,0.0,
I-3 Biblioteca,PMG-38,B,2022-03-07 00:00:00,0.0,0.0,0.006999999999999999,0.204,1.0,0.0,0.789,-0.08,,0.0,0.0,
I-3 Biblioteca,PMG-39,A,2022-03-07 00:00:00,0.0,0.0,0.01,0.205,1.0,0.0,0.785,-0.03,,0.0,0.0,
I-3 Biblioteca,PMG-39,B,2022-03-07 00:00:00,0.0,0.0,0.133,0.078,1.0,0.0,0.789,-0.04,,0.0,0.0,
I-3 Biblioteca,PMG-40,A,2022-03-07 00:00:00,0.0,0.0,0.006999999999999999,0.204,1.0,0.0,0.789,-0.06,,0.0,0.0,
I-3 Biblioteca,PMG-40,B,2022-03-07 00:00:00,0.0,0.0,0.005,0.207,1.0,0.0,0.7879999999999999,0.06,,0.0,0.0,
I-3 Biblioteca,PMG-41,A,2022-03-07 00:00:00,0.0,0.0,0.009000000000000001,0.205,1.0,0.0,0.7859999999999999,-0.03,,0.0,0.0,
I-3 Biblioteca,PMG-41,B,2022-03-07 00:00:00,0.0,0.0,0.027,0.152,1.0,0.0,0.821,-0.03,,0.0,0.0,
I-3 Biblioteca,PMG-42,A,2022-03-07 00:00:00,0.0,0.0,0.019,0.169,1.0,0.0,0.812,0.05,,0.0,0.0,
I-3 Biblioteca,PMG-42,B,2022-03-07 00:00:00,0.0,0.0,0.077,0.113,1.0,0.0,0.81,-0.08,,0.0,0.0,
I-3 Biblioteca,PMG-43,A,2022-03-07 00:00:00,0.0,0.0,0.009000000000000001,0.208,1.0,0.0,0.7829999999999999,0.11,,0.0,0.0,
I-3 Biblioteca,PMG-43,B,2022-03-07 00:00:00,0.0,0.0,0.017,0.197,1.0,0.0,0.7859999999999999,-0.09,,0.0,0.0,
Edifício I-4 ,PMG-63,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.209,1.0,0.0,0.79,-0.1,,0.0,0.0,
Edifício I-4 ,PMG-63,B,2022-03-07 00:00:00,0.0,0.0,0.014,0.201,1.0,0.0,0.785,-0.02,,0.0,0.0,
Edifício I-4 ,PMG-64,A,2022-03-07 00:00:00,0.0,0.0,0.006,0.204,1.0,0.0,0.79,-0.07,,0.0,0.0,
Edifício I-4 ,PMG-64,B,2022-03-07 00:00:00,0.0,0.0,0.031,0.189,1.0,0.0,0.78,-0.19,,0.0,0.0,
Edifício I-4 ,PMG-65,A,2022-03-07 00:00:00,0.0,0.0,0.005,0.203,1.0,0.0,0.792,-0.11,,0.0,0.0,
Edifício I-4 ,PMG-65,B,2022-03-07 00:00:00,0.0,0.0,0.002,0.205,1.0,0.0,0.7929999999999999,-0.14,,0.0,0.0,
Edifício I-4 ,PMG-66,A,2022-03-07 00:00:00,0.0,0.0,0.012,0.195,1.0,0.0,0.7929999999999999,-0.12,,0.0,0.0,
Edifício I-4 ,PMG-66,B,2022-03-07 00:00:00,0.0,0.0,0.008,0.2,1.0,0.0,0.792,0.01,,0.0,0.0,
Edifício I-4 ,PMG-67,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.204,1.0,0.0,0.795,-0.02,,0.0,0.0,
Edifício I-4 ,PMG-67,B,2022-03-07 00:00:00,0.0,0.0,0.008,0.199,1.0,0.0,0.7929999999999999,0.04,,0.0,0.0,
Edifício I-4 ,PMG-68,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.206,1.0,0.0,0.7929999999999999,-0.08,,0.0,0.0,
Edifício I-4 ,PMG-68,B,2022-03-07 00:00:00,0.0,0.0,0.0,0.207,1.0,0.0,0.7929999999999999,-0.09,,0.0,0.0,
Edifício I-4 ,PMG-69,A,2022-03-07 00:00:00,0.0,0.0,0.002,0.204,1.0,0.0,0.794,-0.15,,0.0,0.0,
Edifício I-4 ,PMG-69,B,2022-03-07 00:00:00,0.0,0.0,0.002,0.204,1.0,0.0,0.794,-0.18,,0.0,0.0,
Edifício I-4 ,PMG-77,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.206,1.0,0.0,0.7929999999999999,0.01,,0.0,0.0,
Edifício I-4 ,PMG-77,B,2022-03-07 00:00:00,0.0,0.0,0.001,0.206,1.0,0.0,0.7929999999999999,-0.54,A,0.0,0.0,
Edifício I-4 ,PMG-78,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.205,1.0,0.0,0.794,-0.07,,0.0,0.0,
Edifício I-4 ,PMG-78,B,2022-03-07 00:00:00,0.0,0.0,0.0,0.205,1.0,0.0,0.795,-0.45,A,0.0,0.0,
Edifício I-4 ,PMG-79,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.205,1.0,0.0,0.794,0.05,,0.0,0.0,
Edifício I-4 ,PMG-79,B,2022-03-07 00:00:00,0.0,0.0,0.001,0.206,1.0,0.0,0.7929999999999999,-0.01,,0.0,0.0,
Edifício I-4 ,PMG-80,A,2022-03-07 00:00:00,0.0,0.0,0.0,0.207,1.0,0.0,0.7929999999999999,-0.01,,0.0,0.0,
Edifício I-4 ,PMG-80,B,2022-03-07 00:00:00,0.0,0.0,0.001,0.206,1.0,0.0,0.7929999999999999,-0.1,,0.0,0.0,
Edifício I-4 ,PMG-81,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.205,1.0,0.0,0.794,-0.1,,0.0,0.0,
Edifício I-4 ,PMG-81,B,2022-03-07 00:00:00,0.0,0.0,0.0,0.205,1.0,0.0,0.795,-0.54,A,0.0,0.0,
Conjunto Laboratorial,PMG-46,A,2022-03-07 00:00:00,0.0,0.0,0.008,0.204,2.0,0.0,0.7879999999999999,-0.02,,0.0,0.0,
Conjunto Laboratorial,PMG-46,B,2022-03-07 00:00:00,0.0,0.0,0.004,0.203,1.0,0.0,0.7929999999999999,-2.74,A,0.0,0.0,
Conjunto Laboratorial,PMG-47,A,2022-03-07 00:00:00,0.0,0.0,0.005,0.202,1.0,0.0,0.7929999999999999,0.02,,0.0,0.0,
Conjunto Laboratorial,PMG-47,B,2022-03-07 00:00:00,0.0,0.0,0.002,0.206,1.0,0.0,0.792,-0.08,,0.0,0.0,
Conjunto Laboratorial,PMG-48,A,2022-03-07 00:00:00,0.0,0.0,0.022,0.186,1.0,0.0,0.792,0.04,,0.0,0.0,
Conjunto Laboratorial,PMG-48,B,2022-03-07 00:00:00,0.0,0.0,0.108,0.115,1.0,0.0,0.777,-0.03,,0.0,0.0,
Conjunto Laboratorial,PMG-49,A,2022-03-07 00:00:00,0.0,0.0,0.03,0.182,1.0,0.0,0.7879999999999999,-0.01,,0.0,0.0,
Conjunto Laboratorial,PMG-49,B,2022-03-07 00:00:00,0.006999999999999999,0.006999999999999999,0.125,0.079,1.0,0.0,0.789,0.0,,0.0,0.16,
Conjunto Laboratorial,PMG-50,A,2022-03-07 00:00:00,0.0,0.0,0.008,0.198,1.0,0.0,0.794,0.03,,0.0,0.0,
Conjunto Laboratorial,PMG-50,B,2022-03-07 00:00:00,0.0,0.0,0.051,0.155,1.0,0.0,0.794,0.0,,0.0,0.0,
Conjunto Laboratorial,PMG-51,A,2022-03-07 00:00:00,0.0,0.0,0.006,0.205,1.0,0.0,0.789,-0.12,,0.0,0.0,
Conjunto Laboratorial,PMG-51,B,2022-03-07 00:00:00,0.001,0.001,0.006999999999999999,0.205,1.0,0.0,0.787,-0.44,A,0.0,0.03,
Conjunto Laboratorial,PMG-52,A,2022-03-07 00:00:00,0.0,0.0,0.004,0.208,2.0,0.0,0.7879999999999999,0.0,,0.0,0.0,
Conjunto Laboratorial,PMG-52,B,2022-03-07 00:00:00,0.0,0.0,0.005,0.206,2.0,0.0,0.789,0.07,,0.0,0.0,
Conjunto Laboratorial,PMG-53,A,2022-03-07 00:00:00,0.0,0.0,0.006,0.202,2.0,0.0,0.792,-0.02,,0.0,0.0,
Conjunto Laboratorial,PMG-53,B,2022-03-07 00:00:00,0.012,0.012,0.075,0.07200000000000001,2.0,0.0,0.841,-0.14,,0.0,0.25,
Conjunto Laboratorial,PMG-54,A,2022-03-07 00:00:00,0.0,0.0,0.016,0.198,1.0,0.0,0.7859999999999999,-0.07,,0.0,0.0,
Conjunto Laboratorial,PMG-54,B,2022-03-07 00:00:00,0.053,0.053,0.066,0.094,1.0,0.0,0.787,-0.03,,0.0,1.0,
Conjunto Laboratorial,PMG-55,A,2022-03-07 00:00:00,0.0,0.0,0.005,0.204,1.0,0.0,0.7909999999999999,0.0,,0.0,0.0,
Conjunto Laboratorial,PMG-55,B,2022-03-07 00:00:00,0.0,0.0,0.081,0.123,1.0,0.0,0.7959999999999999,0.0,,0.0,0.0,
Conjunto Laboratorial,PMG-56,A,2022-03-07 00:00:00,0.0,0.0,0.012,0.205,1.0,0.0,0.7829999999999999,0.02,,0.0,0.0,
Conjunto Laboratorial,PMG-56,B,2022-03-07 00:00:00,0.0,0.0,0.027,0.198,1.0,0.0,0.775,-0.11,,0.0,0.0,
Conjunto Laboratorial,PMG-57,A,2022-03-07 00:00:00,0.0,0.0,0.013,0.203,1.0,0.0,0.784,0.04,,0.0,0.0,
Conjunto Laboratorial,PMG-57,B,2022-03-07 00:00:00,0.0,0.0,0.043,0.165,1.0,0.0,0.792,-0.07,,0.0,0.0,
Conjunto Laboratorial,PMG-58,A,2022-03-07 00:00:00,0.0,0.0,0.004,0.209,1.0,0.0,0.787,-0.01,,0.0,0.0,
Conjunto Laboratorial,PMG-58,B,2022-03-07 00:00:00,0.0,0.0,0.052,0.124,1.0,0.0,0.8240000000000001,0.04,,0.0,0.0,
Conjunto Laboratorial,PMG-59,A,2022-03-07 00:00:00,0.0,0.0,0.016,0.201,1.0,0.0,0.7829999999999999,-0.02,,0.0,0.0,
Conjunto Laboratorial,PMG-59,B,2022-03-07 00:00:00,0.0,0.0,0.008,0.203,1.0,0.0,0.789,-0.02,,0.0,0.0,
Conjunto Laboratorial,PMG-60,A,2022-03-07 00:00:00,0.0,0.0,0.004,0.209,1.0,0.0,0.787,0.1,,0.0,0.0,
Conjunto Laboratorial,PMG-60,B,2022-03-07 00:00:00,0.0,0.0,0.063,0.118,1.0,0.0,0.8190000000000001,-0.08,,0.0,0.0,
Conjunto Laboratorial,PMG-61,A,2022-03-07 00:00:00,0.0,0.0,0.012,0.207,1.0,0.0,0.7809999999999999,-0.03,,0.0,0.0,
Conjunto Laboratorial,PMG-61,B,2022-03-07 00:00:00,0.0,0.0,0.087,0.08199999999999999,2.0,0.0,0.831,-0.14,,0.0,0.0,
Conjunto Laboratorial,PMG-62,A,2022-03-07 00:00:00,0.0,0.0,0.008,0.203,1.0,0.0,0.789,-0.07,,0.0,0.0,
Conjunto Laboratorial,PMG-62,B,2022-03-07 00:00:00,0.105,0.105,0.067,0.129,2.0,0.0,0.6990000000000001,-4.64,E,,1.0,
Bloco Inicial (conjunto didático),PMG-01,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.208,2.0,0.0,0.7909999999999999,0.25,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-01,B,2022-03-07 00:00:00,0.0,0.0,0.001,0.208,1.0,0.0,0.7909999999999999,-0.8,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-02,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.208,2.0,0.0,0.7909999999999999,0.06,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-02,B,2022-03-07 00:00:00,0.0,0.0,0.0,0.211,1.0,0.0,0.789,0.02,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-03,A,2022-03-07 00:00:00,0.0,0.0,0.001,0.209,1.0,0.0,0.79,0.13,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-03,B,2022-03-07 00:00:00,0.0,0.0,0.038,0.17,2.0,0.0,0.792,-0.03,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-04,A,2022-03-07 00:00:00,0.0,0.0,0.017,0.2,1.0,0.0,0.7829999999999999,0.01,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-04,B,2022-03-07 00:00:00,0.0,0.0,0.032,0.185,2.0,0.0,0.7829999999999999,0.06,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-05,A,2022-03-07 00:00:00,0.0,0.0,0.003,0.194,2.0,0.0,0.8029999999999999,0.08,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-05,B,2022-03-07 00:00:00,0.0,0.0,0.002,0.205,2.0,0.0,0.7929999999999999,-0.97,A,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-06,A,2022-03-07 00:00:00,0.0,0.0,0.005,0.202,1.0,0.0,0.7929999999999999,0.07,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-06,B,2022-03-07 00:00:00,0.006,0.006,0.006,0.197,1.0,0.0,0.7909999999999999,-0.07,,0.0,0.12,
Bloco Inicial (conjunto didático),PMG-07,A,2022-03-07 00:00:00,0.0,0.0,0.002,0.207,1.0,0.0,0.7909999999999999,0.07,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-07,B,2022-03-07 00:00:00,0.0,0.0,0.001,0.209,2.0,0.0,0.79,0.02,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-08,A,2022-03-07 00:00:00,0.0,0.0,0.012,0.201,1.0,0.0,0.787,0.09,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-08,B,2022-03-07 00:00:00,0.0,0.0,0.006999999999999999,0.204,2.0,0.0,0.789,0.03,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-09,A,2022-03-07 00:00:00,0.0,0.0,0.033,0.18,2.0,0.0,0.787,-0.02,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-09,B,2022-03-07 00:00:00,0.051,0.051,0.07,0.115,2.0,0.0,0.764,0.04,,0.0,1.0,
Bloco Inicial (conjunto didático),PMG-10,A,2022-03-07 00:00:00,0.0,0.0,0.012,0.197,1.0,0.0,0.7909999999999999,-0.09,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-10,B,2022-03-07 00:00:00,0.0,0.0,0.023,0.181,2.0,0.0,0.7959999999999999,-0.4,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-84,A,2022-03-07 00:00:00,0.0,0.0,0.005,0.206,2.0,0.0,0.789,-0.01,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-84,B,2022-03-07 00:00:00,0.0,0.0,0.059,0.146,1.0,0.0,0.795,0.01,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-85,A,2022-03-07 00:00:00,0.0,0.0,0.061,0.15,1.0,0.0,0.789,-0.05,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-85,B,2022-03-07 00:00:00,0.0,0.0,0.043,0.173,2.0,0.0,0.784,0.14,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-86,A,2022-03-07 00:00:00,0.0,0.0,0.017,0.197,1.0,0.0,0.7859999999999999,0.08,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-86,B,2022-03-07 00:00:00,0.0,0.0,0.023,0.187,2.0,0.0,0.79,-0.04,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-87,A,2022-03-07 00:00:00,0.0,0.0,0.052,0.116,2.0,0.0,0.8320000000000001,0.03,,0.0,0.0,
Bloco Inicial (conjunto didático),PMG-87,B,2022-03-07 00:00:00,0.0,0.0,0.061,0.112,2.0,0.0,0.8270000000000001,-0.01,,0.0,0.0,
